source_dataset,source_record_id,bindingdb_reactant_set_id,bindingdb_monomer_id,target_name,target_organism,uniprot_primary_id,smiles_raw,smiles_canonical,ic50_nm,pIC50,publication_date,bindingdb_date,year,curation_source,article_doi,pmid,chembl_id
bindingdb_articles,5382,5382,3620,Epidermal growth factor receptor,Homo sapiens,P00533,CNc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,CNc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,3.1,8.508638306165727,4/26/1996,3/9/2005,1996,Curated from the literature by BindingDB,10.1021/jm9508651,8627606,CHEMBL53156
bindingdb_articles,5383,5383,3621,Epidermal growth factor receptor,Homo sapiens,P00533,CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2n1,CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2n1,9.6,8.017728766960431,4/26/1996,3/9/2005,1996,Curated from the literature by BindingDB,10.1021/jm9508651,8627606,CHEMBL53796
bindingdb_articles,5384,5384,3622,Epidermal growth factor receptor,Homo sapiens,P00533,COc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,COc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,4.3,8.366531544420413,4/26/1996,3/9/2005,1996,Curated from the literature by BindingDB,10.1021/jm9508651,8627606,CHEMBL50519
bindingdb_articles,50080472,50080472,50049565,Epidermal growth factor receptor,Homo sapiens,P00533,CNc1ccc2cncnc2c1,CNc1ccc2cncnc2c1,4.0,8.397940008672037,4/26/1996,3/9/2005,1996,ChEMBL,10.1021/jm9508651,8627606,CHEMBL295961
bindingdb_articles,50080477,50080477,50049567,Epidermal growth factor receptor,Homo sapiens,P00533,Nc1ccc2ncncc2c1,Nc1ccc2ncncc2c1,0.79,9.102372908709558,4/26/1996,3/9/2005,1996,ChEMBL,10.1021/jm9508651,8627606,CHEMBL53300
bindingdb_articles,50080479,50080479,50049566,Epidermal growth factor receptor,Homo sapiens,P00533,Nc1ccc2cncnc2c1,Nc1ccc2cncnc2c1,0.1,10.0,4/26/1996,3/9/2005,1996,ChEMBL,10.1021/jm9508651,8627606,CHEMBL55729
bindingdb_articles,50080480,50080480,50049568,Epidermal growth factor receptor,Homo sapiens,P00533,COc1ccc2cncnc2c1,COc1ccc2cncnc2c1,10.0,8.0,4/26/1996,3/9/2005,1996,ChEMBL,10.1021/jm9508651,8627606,CHEMBL300491
bindingdb_articles,50080489,50080489,50049569,Epidermal growth factor receptor,Homo sapiens,P00533,CN(C)c1ccc2ncncc2c1,CN(C)c1ccc2ncncc2c1,120.0,6.920818753952375,4/26/1996,3/9/2005,1996,ChEMBL,10.1021/jm9508651,8627606,CHEMBL55150
bindingdb_articles,50080491,50080491,50049570,Epidermal growth factor receptor,Homo sapiens,P00533,CNc1ccc2ncncc2c1,CNc1ccc2ncncc2c1,7.0,8.154901959985743,4/26/1996,3/9/2005,1996,ChEMBL,10.1021/jm9508651,8627606,CHEMBL53850
bindingdb_articles,50080498,50080498,50049571,Epidermal growth factor receptor,Homo sapiens,P00533,"CNC1=NC=C2C(C1)N=CN(C)C2=Nc1cccc(Br)c1 |w:13.15,c:4,9,t:2|",CNC1=NC=C2C(=Nc3cccc(Br)c3)N(C)C=NC2C1,3.1,8.508638306165727,4/26/1996,3/9/2005,1996,ChEMBL,10.1021/jm9508651,8627606,CHEMBL52882
bindingdb_articles,50080505,50080505,50049572,Epidermal growth factor receptor,Homo sapiens,P00533,c1ccc2c(c1)cncn2,c1ccc2ncncc2c1,27.0,7.568636235841012,4/26/1996,3/9/2005,1996,ChEMBL,10.1021/jm9508651,8627606,CHEMBL301359
bindingdb_articles,50080506,50080506,50049573,Epidermal growth factor receptor,Homo sapiens,P00533,COc1ccc2ncncc2c1,COc1ccc2ncncc2c1,30.0,7.522878745280337,4/26/1996,3/9/2005,1996,ChEMBL,10.1021/jm9508651,8627606,CHEMBL52472
bindingdb_articles,50080517,50080517,50049574,Epidermal growth factor receptor,Homo sapiens,P00533,CN(C)c1ccc2cncnc2c1,CN(C)c1ccc2cncnc2c1,11.0,7.958607314841775,4/26/1996,3/9/2005,1996,ChEMBL,10.1021/jm9508651,8627606,CHEMBL52784
bindingdb_articles,5385,5385,3582,Epidermal growth factor receptor,Homo sapiens,P00533,Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,0.44,9.356547323513812,5/9/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm960789h,9154973,
bindingdb_articles,5386,5386,3624,Epidermal growth factor receptor,Homo sapiens,P00533,Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,0.37,9.431798275933005,5/9/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm960789h,9154973,
bindingdb_articles,5387,5387,3625,Epidermal growth factor receptor,Homo sapiens,P00533,OCC(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,OCC(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,12.0,7.920818753952375,5/9/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm960789h,9154973,
bindingdb_articles,5388,5388,3626,Epidermal growth factor receptor,Homo sapiens,P00533,CN(C)CCn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,CN(C)CCn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,40.0,7.3979400086720375,5/9/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm960789h,9154973,
bindingdb_articles,5389,5389,3627,Epidermal growth factor receptor,Homo sapiens,P00533,Brc1cccc(Nc2ncnc3cc4n(CCN5CCOCC5)ncc4cc23)c1,Brc1cccc(Nc2ncnc3cc4c(cnn4CCN4CCOCC4)cc23)c1,3.7,8.431798275933005,5/9/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm960789h,9154973,
bindingdb_articles,5390,5390,3628,Epidermal growth factor receptor,Homo sapiens,P00533,OC(=O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,O=C(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,53.0,7.275724130399211,5/9/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm960789h,9154973,
bindingdb_articles,5391,5391,3583,Epidermal growth factor receptor,Homo sapiens,P00533,Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,0.44,9.356547323513812,5/9/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm960789h,9154973,
bindingdb_articles,5392,5392,3630,Epidermal growth factor receptor,Homo sapiens,P00533,Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,0.8,9.096910013008056,5/9/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm960789h,9154973,
bindingdb_articles,5393,5393,3631,Epidermal growth factor receptor,Homo sapiens,P00533,OCC(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,OCC(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,1.6,8.795880017344075,5/9/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm960789h,9154973,
bindingdb_articles,5394,5394,3632,Epidermal growth factor receptor,Homo sapiens,P00533,CN(C)CCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,CN(C)CCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,41.0,7.3872161432802645,5/9/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm960789h,9154973,
bindingdb_articles,5395,5395,3633,Epidermal growth factor receptor,Homo sapiens,P00533,CN(C)CCCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,CN(C)CCCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,21.0,7.6777807052660805,5/9/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm960789h,9154973,
bindingdb_articles,5396,5396,3634,Epidermal growth factor receptor,Homo sapiens,P00533,Brc1cccc(Nc2ncnc3cc4n(CCN5CCOCC5)ccc4cc23)c1,Brc1cccc(Nc2ncnc3cc4c(ccn4CCN4CCOCC4)cc23)c1,3.7,8.431798275933005,5/9/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm960789h,9154973,
bindingdb_articles,5397,5397,3635,Epidermal growth factor receptor,Homo sapiens,P00533,Brc1cccc(Nc2ncnc3cc4n(CCCN5CCOCC5)ccc4cc23)c1,Brc1cccc(Nc2ncnc3cc4c(ccn4CCCN4CCOCC4)cc23)c1,8.8,8.05551732784983,5/9/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm960789h,9154973,
bindingdb_articles,5398,5398,3636,Epidermal growth factor receptor,Homo sapiens,P00533,OC(=O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc12,O=C(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,5.1,8.292429823902063,5/9/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm960789h,9154973,
bindingdb_articles,5399,5399,3637,Epidermal growth factor receptor,Homo sapiens,P00533,OCCN(CCO)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,OCCN(CCO)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,3.5,8.455931955649724,5/9/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm960789h,9154973,
bindingdb_articles,5400,5400,3638,Epidermal growth factor receptor,Homo sapiens,P00533,CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,2.6,8.585026652029182,5/9/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm960789h,9154973,
bindingdb_articles,5401,5401,3639,Epidermal growth factor receptor,Homo sapiens,P00533,Brc1cccc(Nc2ncnc3cc4[nH]cc(CN5CCOCC5)c4cc23)c1,Brc1cccc(Nc2ncnc3cc4[nH]cc(CN5CCOCC5)c4cc23)c1,4.8,8.318758762624412,5/9/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm960789h,9154973,
bindingdb_articles,5402,5402,3640,Epidermal growth factor receptor,Homo sapiens,P00533,CN(C)CCN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,CN(C)CCN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,7.5,8.1249387366083,5/9/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm960789h,9154973,
bindingdb_articles,5403,5403,3641,Epidermal growth factor receptor,Homo sapiens,P00533,COC(=O)CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,COC(=O)CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,3.4,8.468521082957745,5/9/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm960789h,9154973,
bindingdb_articles,5404,5404,3642,Epidermal growth factor receptor,Homo sapiens,P00533,CN(CC(O)=O)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,CN(CC(=O)O)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,0.72,9.142667503568731,5/9/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm960789h,9154973,
bindingdb_articles,5405,5405,3309,Epidermal growth factor receptor,Homo sapiens,P00533,Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,10.0,8.0,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,CHEMBL52076
bindingdb_articles,5406,5406,3594,Epidermal growth factor receptor,Homo sapiens,P00533,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,0.13,9.886056647693163,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,CHEMBL54400
bindingdb_articles,5408,5408,3646,Epidermal growth factor receptor,Homo sapiens,P00533,OCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,OCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,0.24,9.619788758288394,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,
bindingdb_articles,5409,5409,3647,Epidermal growth factor receptor,Homo sapiens,P00533,CN(CCO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,CN(CCO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,2.6,8.585026652029182,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,
bindingdb_articles,5410,5410,3648,Epidermal growth factor receptor,Homo sapiens,P00533,OCC(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,OCC(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,0.92,9.036212172654444,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,
bindingdb_articles,5411,5411,3649,Epidermal growth factor receptor,Homo sapiens,P00533,CN(CC(O)CO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,CN(CC(O)CO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,3.2,8.494850021680094,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,
bindingdb_articles,5412,5412,3650,Epidermal growth factor receptor,Homo sapiens,P00533,OCC(CO)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,OCC(CO)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,14.0,7.853871964321762,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,
bindingdb_articles,5413,5413,3651,Epidermal growth factor receptor,Homo sapiens,P00533,OCCN(CCO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,OCCN(CCO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,12.0,7.920818753952375,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,
bindingdb_articles,5414,5414,3652,Epidermal growth factor receptor,Homo sapiens,P00533,OCC(O)C(O)C(O)C(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,OCC(O)C(O)C(O)C(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,4.8,8.318758762624412,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,
bindingdb_articles,5415,5415,3653,Epidermal growth factor receptor,Homo sapiens,P00533,CN(CC(O)C(O)C(O)C(O)CO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,CN(CC(O)C(O)C(O)C(O)CO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,3.2,8.494850021680094,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,
bindingdb_articles,5416,5416,3654,Epidermal growth factor receptor,Homo sapiens,P00533,CN(C)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,CN(C)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,45.0,7.346787486224656,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,
bindingdb_articles,5417,5417,3655,Epidermal growth factor receptor,Homo sapiens,P00533,CN(C)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,CN(C)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.8,8.05551732784983,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,
bindingdb_articles,5418,5418,3656,Epidermal growth factor receptor,Homo sapiens,P00533,CN(C)CCCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,CN(C)CCCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,7.4,8.130768280269024,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,
bindingdb_articles,5419,5419,3657,Epidermal growth factor receptor,Homo sapiens,P00533,CN(C)CCCCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,CN(C)CCCCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.4,8.075720713938118,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,
bindingdb_articles,5420,5420,3658,Epidermal growth factor receptor,Homo sapiens,P00533,CN(C)CCN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,CN(C)CCN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,40.0,7.3979400086720375,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,
bindingdb_articles,5421,5421,3659,Epidermal growth factor receptor,Homo sapiens,P00533,Brc1cccc(Nc2ncnc3cc(NCCN4CCOCC4)ncc23)c1,Brc1cccc(Nc2ncnc3cc(NCCN4CCOCC4)ncc23)c1,3.2,8.494850021680094,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,
bindingdb_articles,5422,5422,3660,Epidermal growth factor receptor,Homo sapiens,P00533,Brc1cccc(Nc2ncnc3cc(NCCCN4CCOCC4)ncc23)c1,Brc1cccc(Nc2ncnc3cc(NCCCN4CCOCC4)ncc23)c1,1.9,8.721246399047171,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,
bindingdb_articles,5423,5423,3661,Epidermal growth factor receptor,Homo sapiens,P00533,Brc1cccc(Nc2ncnc3cc(NCCCCN4CCOCC4)ncc23)c1,Brc1cccc(Nc2ncnc3cc(NCCCCN4CCOCC4)ncc23)c1,5.4,8.267606240177031,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,
bindingdb_articles,5424,5424,3662,Epidermal growth factor receptor,Homo sapiens,P00533,[O-][N+]1(CCCNc2cc3ncnc(Nc4cccc(Br)c4)c3cn2)CCOCC1,[O-][N+]1(CCCNc2cc3ncnc(Nc4cccc(Br)c4)c3cn2)CCOCC1,0.74,9.130768280269024,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,
bindingdb_articles,5425,5425,3663,Epidermal growth factor receptor,Homo sapiens,P00533,CN1CCN(CCCNc2cc3ncnc(Nc4cccc(Br)c4)c3cn2)CC1,CN1CCN(CCCNc2cc3ncnc(Nc4cccc(Br)c4)c3cn2)CC1,4.9,8.309803919971486,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,
bindingdb_articles,5426,5426,3664,Epidermal growth factor receptor,Homo sapiens,P00533,OCCN(CCO)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,OCCN(CCO)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,9.2,8.036212172654444,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,
bindingdb_articles,5427,5427,3665,Epidermal growth factor receptor,Homo sapiens,P00533,OCCN(CCO)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,OCCN(CCO)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1.2,8.920818753952375,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,
bindingdb_articles,5428,5428,3666,Epidermal growth factor receptor,Homo sapiens,P00533,NNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,NNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,7.1,8.148741651280925,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,
bindingdb_articles,5429,5429,3667,Epidermal growth factor receptor,Homo sapiens,P00533,Brc1cccc(Nc2ncnc3cc(NCCCn4ccnc4)ncc23)c1,Brc1cccc(Nc2ncnc3cc(NCCCn4ccnc4)ncc23)c1,0.51,9.292429823902063,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,
bindingdb_articles,5430,5430,3668,Epidermal growth factor receptor,Homo sapiens,P00533,Brc1cccc(Nc2ncnc3cc(NCCc4cnc[nH]4)ncc23)c1,Brc1cccc(Nc2ncnc3cc(NCCc4cnc[nH]4)ncc23)c1,0.91,9.040958607678906,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,
bindingdb_articles,5431,5431,3669,Epidermal growth factor receptor,Homo sapiens,P00533,OC(=O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,O=C(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1.5,8.823908740944319,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,
bindingdb_articles,5432,5432,3670,Epidermal growth factor receptor,Homo sapiens,P00533,OC(=O)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,O=C(O)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,0.61,9.214670164989233,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,
bindingdb_articles,5433,5433,3671,Epidermal growth factor receptor,Homo sapiens,P00533,OC(=O)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,O=C(O)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,0.28,9.55284196865778,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,
bindingdb_articles,5434,5434,3672,Epidermal growth factor receptor,Homo sapiens,P00533,CN(CC(O)=O)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,CN(CC(=O)O)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,16.0,7.795880017344075,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,
bindingdb_articles,5435,5435,3673,Epidermal growth factor receptor,Homo sapiens,P00533,OS(=O)(=O)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,O=S(=O)(O)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1.4,8.853871964321762,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,
bindingdb_articles,5436,5436,3674,Epidermal growth factor receptor,Homo sapiens,P00533,CNc1cc2ncnc(Nc3cccc(C)c3)c2cn1,CNc1cc2ncnc(Nc3cccc(C)c3)c2cn1,1.4,8.853871964321762,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,
bindingdb_articles,5437,5437,3675,Epidermal growth factor receptor,Homo sapiens,P00533,CN(C)CCCCNc1cc2ncnc(Nc3cccc(C)c3)c2cn1,Cc1cccc(Nc2ncnc3cc(NCCCCN(C)C)ncc23)c1,5.4,8.267606240177031,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,
bindingdb_articles,5438,5438,3676,Epidermal growth factor receptor,Homo sapiens,P00533,Cc1cccc(Nc2ncnc3cc(NCCCN4CCOCC4)ncc23)c1,Cc1cccc(Nc2ncnc3cc(NCCCN4CCOCC4)ncc23)c1,9.3,8.031517051446064,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,
bindingdb_articles,5439,5439,3677,Epidermal growth factor receptor,Homo sapiens,P00533,CN1CCN(CCCNc2cc3ncnc(Nc4cccc(C)c4)c3cn2)CC1,Cc1cccc(Nc2ncnc3cc(NCCCN4CCN(C)CC4)ncc23)c1,5.6,8.2518119729938,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,
bindingdb_articles,5440,5440,3678,Epidermal growth factor receptor,Homo sapiens,P00533,Cc1cccc(Nc2ncnc3cc(NCCCn4ccnc4)ncc23)c1,Cc1cccc(Nc2ncnc3cc(NCCCn4ccnc4)ncc23)c1,3.5,8.455931955649724,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,
bindingdb_articles,5441,5441,3679,Epidermal growth factor receptor,Homo sapiens,P00533,Cc1cccc(Nc2ncnc3cc(NCCc4cnc[nH]4)ncc23)c1,Cc1cccc(Nc2ncnc3cc(NCCc4cnc[nH]4)ncc23)c1,7.2,8.142667503568731,11/21/1997,3/8/2005,1997,Curated from the literature by BindingDB,10.1021/jm970366v,9397172,
bindingdb_articles,5442,5442,3680,Epidermal growth factor receptor,Homo sapiens,P00533,Clc1ncc2ncnc(Nc3ccccc3)c2n1,Clc1ncc2ncnc(Nc3ccccc3)c2n1,2550.0,5.5934598195660445,6/6/1997,3/14/2005,1997,Curated from the literature by BindingDB,10.1021/jm960879m,9191958,
bindingdb_articles,5443,5443,3681,Epidermal growth factor receptor,Homo sapiens,P00533,CNc1ncc2ncnc(Nc3ccccc3)c2n1,CNc1ncc2ncnc(Nc3ccccc3)c2n1,13.0,7.886056647693163,6/6/1997,3/14/2005,1997,Curated from the literature by BindingDB,10.1021/jm960879m,9191958,
bindingdb_articles,5444,5444,3682,Epidermal growth factor receptor,Homo sapiens,P00533,Clc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,Clc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,82.0,7.086186147616283,6/6/1997,3/14/2005,1997,Curated from the literature by BindingDB,10.1021/jm960879m,9191958,
bindingdb_articles,5445,5445,3683,Epidermal growth factor receptor,Homo sapiens,P00533,Nc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,Nc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,1.5,8.823908740944319,6/6/1997,3/14/2005,1997,Curated from the literature by BindingDB,10.1021/jm960879m,9191958,
bindingdb_articles,5446,5446,3684,Epidermal growth factor receptor,Homo sapiens,P00533,CNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,CNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,0.76,9.119186407719209,6/6/1997,3/14/2005,1997,Curated from the literature by BindingDB,10.1021/jm960879m,9191958,
bindingdb_articles,5447,5447,3685,Epidermal growth factor receptor,Homo sapiens,P00533,CN(C)c1ncc2ncnc(Nc3cccc(Br)c3)c2n1,CN(C)c1ncc2ncnc(Nc3cccc(Br)c3)c2n1,0.95,9.022276394711152,6/6/1997,3/14/2005,1997,Curated from the literature by BindingDB,10.1021/jm960879m,9191958,
bindingdb_articles,5448,5448,3686,Epidermal growth factor receptor,Homo sapiens,P00533,COc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,COc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,3.8,8.42021640338319,6/6/1997,3/14/2005,1997,Curated from the literature by BindingDB,10.1021/jm960879m,9191958,
bindingdb_articles,5449,5449,3687,Epidermal growth factor receptor,Homo sapiens,P00533,CN(C)CCNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,CN(C)CCNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,35.0,7.455931955649724,6/6/1997,3/14/2005,1997,Curated from the literature by BindingDB,10.1021/jm960879m,9191958,
bindingdb_articles,5450,5450,3688,Epidermal growth factor receptor,Homo sapiens,P00533,Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,0.81,9.09151498112135,6/6/1997,3/14/2005,1997,Curated from the literature by BindingDB,10.1021/jm960879m,9191958,
